city,lat,lng,country,iso2,admin_name,Regions,population,population_proper,cases,"(Upper tier) total cumulative confirmed covid cases per 100,000 population","(Lower tier) total cumulative confirmed covid cases per 100,000 population"
Keele,53.0044,-2.2871,United Kingdom,GB,Staffordshire,,4129,4129,,10600.20,
Bolton le Sands,54.104,-2.791,United Kingdom,GB,Lancashire,,4127,4127,,12990.00,
Llantarnam,51.636,-3.0056,United Kingdom,GB,Torfaen,,4125,4125,,9219.50,9286.9
Terrington Saint Clement,52.7546,0.2947,United Kingdom,GB,Norfolk,,4125,4125,,7226.30,
Mauchline,55.516,-4.379,United Kingdom,GB,East Ayrshire,,4105,4010,,9672.70,9799.3
Skellow,53.58,-1.19,United Kingdom,GB,Doncaster,,4103,4103,,13001.60,13061
Lambourn,51.509,-1.531,United Kingdom,GB,West Berkshire,,4103,4103,,7204.10,7231.9
Lennoxtown,55.974,-4.206,United Kingdom,GB,East Dunbartonshire,,4094,4094,,10674.00,10789.9
Newton Stewart,54.958,-4.492,United Kingdom,GB,Dumfries and Galloway,,4092,4080,,6221.60,6320
Jedburgh,55.477,-2.546,United Kingdom,GB,"Scottish Borders, The",,4090,4030,,,
Boston Spa,53.904,-1.35,United Kingdom,GB,Leeds,,4079,4079,,13390.40,13451.2
Pwllheli,52.887,-4.418,United Kingdom,GB,Gwynedd,,4076,4076,,5150.60,5233.6
Invergordon,57.6879,-4.157,United Kingdom,GB,Highland,,4075,3980,,4607.30,4728.8
Saltford,51.4015,-2.4592,United Kingdom,GB,Bath and North East Somerset,,4073,4073,,8501.90,8527.3
Bare,54.076,-2.837,United Kingdom,GB,Lancashire,,4067,4067,,12990.00,
Cowbridge,51.4605,-3.448,United Kingdom,GB,"Vale of Glamorgan, The",,4063,4063,,,
Cold Ash,51.424,-1.264,United Kingdom,GB,West Berkshire,,4063,4063,,7204.10,7231.9
Theydon Bois,51.6713,0.1034,United Kingdom,GB,Essex,,4062,4062,,10744.20,
Thrybergh,53.45,-1.3,United Kingdom,GB,Rotherham,,4058,4058,,12681.10,12746.4
Easington,54.806,-1.4323,United Kingdom,GB,Durham,,4044,4044,,,
Baxenden,53.734,-2.341,United Kingdom,GB,Lancashire,,4042,4042,,12990.00,
Hesketh Bank,53.708,-2.849,United Kingdom,GB,Lancashire,,4041,4041,,12990.00,
Altarnun,50.603,-4.511,United Kingdom,GB,Cornwall,,4038,4038,,,
Bar Hill,52.2539,0.0228,United Kingdom,GB,Cambridgeshire,,4032,4032,,7381.60,
Brundall,52.6244,1.4337,United Kingdom,GB,Norfolk,,4019,4019,,7226.30,
Branston,53.1944,-0.4717,United Kingdom,GB,Lincolnshire,,4019,4019,,8837.00,
Willingham,52.32,0.07,United Kingdom,GB,Cambridgeshire,,4015,4015,,7381.60,
Kemsing,51.3071,0.2252,United Kingdom,GB,Kent,,4014,4014,,10120.00,
Wraysbury,51.458,-0.552,United Kingdom,GB,Windsor and Maidenhead,,4011,4011,,8967.90,9006.9
Chudleigh,50.604,-3.605,United Kingdom,GB,Devon,,4011,4011,,6363.60,
Lockerbie,55.12,-3.357,United Kingdom,GB,Dumfries and Galloway,,4009,4009,,6221.60,6320
Woodhall Spa,53.1515,-0.2183,United Kingdom,GB,Lincolnshire,,4003,4003,,8837.00,
Kings Worthy,51.0878,-1.2953,United Kingdom,GB,Hampshire,,4000,4000,,7789.10,
Blaenau-Ffestiniog,52.994,-3.939,United Kingdom,GB,Gwynedd,,4000,4000,,5150.60,5233.6
Kilmacolm,55.8941,-4.6271,United Kingdom,GB,Inverclyde,,4000,4000,,9577.00,9759.9
Sible Hedingham,51.9667,0.5833,United Kingdom,GB,Essex,,3994,3994,,10744.20,
Warboys,52.4,-0.07,United Kingdom,GB,Cambridgeshire,,3994,3994,,7381.60,
Saxilby,53.2714,-0.656,United Kingdom,GB,Lincolnshire,,3992,3992,,8837.00,
Banff,57.667,-2.524,United Kingdom,GB,Aberdeenshire,,3991,3991,,4989.60,5108.5
Hadlow,51.2303,0.3404,United Kingdom,GB,Kent,,3983,3983,,10120.00,
Ormesby Saint Margaret,52.6746,1.6975,United Kingdom,GB,Norfolk,,3974,3974,,7226.30,
Broomfield,51.765,0.471,United Kingdom,GB,Essex,,3971,3971,,10744.20,
Bisley,51.33,-0.64,United Kingdom,GB,Surrey,,3965,3965,,9069.00,
Higham,51.415,0.463,United Kingdom,GB,Kent,,3962,3962,,10120.00,
Elm,52.63,0.18,United Kingdom,GB,Cambridgeshire,,3962,3962,,7381.60,
Penn,51.633,-0.681,United Kingdom,GB,Buckinghamshire,,3961,3961,,9111.80,
Elmswell,52.2372,0.9113,United Kingdom,GB,Suffolk,,3950,3950,,6266.70,
Mytholmroyd,53.73,-1.981,United Kingdom,GB,Calderdale,,3949,3949,,11950.50,12022.4
Bakewell,53.213,-1.6759,United Kingdom,GB,Derbyshire,,3949,3949,,9964.20,
Ynysddu,51.6267,-3.1861,United Kingdom,GB,Caerphilly,,3948,3948,,9757.30,9848.6
Auchterarder,56.2932,-3.7061,United Kingdom,GB,Perth and Kinross,,3945,3945,,6537.40,6606.5
Ushaw Moor,54.778,-1.6457,United Kingdom,GB,Durham,,3941,3941,,,
Deganwy,53.298,-3.831,United Kingdom,GB,Conwy,,3936,3936,,6858.80,6941.7
Tayport,56.4467,-2.8796,United Kingdom,GB,Fife,,3920,3810,,7498.70,7629.7
Coggeshall,51.8717,0.6913,United Kingdom,GB,Essex,,3919,3919,,10744.20,
Long Melford,52.077,0.718,United Kingdom,GB,Suffolk,,3918,3918,,6266.70,
Shedfield,50.915,-1.2091,United Kingdom,GB,Hampshire,,3914,3914,,7789.10,
Long Buckby,52.303,-1.081,United Kingdom,GB,Northamptonshire,,3913,3913,,9892.00,
Edwalton,52.912,-1.112,United Kingdom,GB,Nottinghamshire,,3908,3908,,11286.40,
Wheatley,51.747,-1.139,United Kingdom,GB,Oxfordshire,,3905,3905,,8227.10,
Market Rasen,53.3871,-0.3355,United Kingdom,GB,Lincolnshire,,3904,3904,,8837.00,
Hardwicke,51.8139,-2.2847,United Kingdom,GB,Gloucestershire,,3901,3901,,7111.20,
Whyteleafe,51.3088,-0.0833,United Kingdom,GB,Surrey,,3900,3900,,9069.00,
Whitwell,53.285,-1.209,United Kingdom,GB,Derbyshire,,3900,3900,,9964.20,
Purton,51.588,-1.867,United Kingdom,GB,Wiltshire,,3897,3897,,6775.20,6811.4
Rothley,52.709,-1.136,United Kingdom,GB,Leicestershire,,3897,3897,,10530.00,
North Ferriby,53.72,-0.5078,United Kingdom,GB,East Riding of Yorkshire,,3893,3893,,9728.70,9788.4
Hartshorne,52.789,-1.526,United Kingdom,GB,Derbyshire,,3888,3888,,9964.20,
Warmsworth,53.5,-1.18,United Kingdom,GB,Doncaster,,3887,3887,,13001.60,13061
Chasetown,52.67,-1.92,United Kingdom,GB,Staffordshire,,3885,3885,,10600.20,
River,51.1447,1.2797,United Kingdom,GB,Kent,,3876,3876,,10120.00,
Hindhead,51.1172,-0.7348,United Kingdom,GB,Surrey,,3874,3874,,9069.00,
North Elmsall,53.609,-1.282,United Kingdom,GB,Wakefield,,3873,3873,,12701.40,12758
Ticehurst,51.05,0.41,United Kingdom,GB,East Sussex,,3873,3873,,8286.60,
Kemnay,57.2339,-2.4489,United Kingdom,GB,Aberdeenshire,,3870,3870,,4989.60,5108.5
Beaufort,51.797,-3.206,United Kingdom,GB,Blaenau Gwent,,3866,3866,,10759.80,10842.6
Coningsby,53.1051,-0.1752,United Kingdom,GB,Lincolnshire,,3864,3864,,8837.00,
Mayland,51.687,0.754,United Kingdom,GB,Essex,,3855,3855,,10744.20,
Pengam,51.6663,-3.2189,United Kingdom,GB,Caerphilly,,3848,3848,,9757.30,9848.6
Wrockwardine,52.703,-2.556,United Kingdom,GB,Telford and Wrekin,,3838,3838,,10115.70,10190.2
Linthwaite,53.6264,-1.8461,United Kingdom,GB,Kirklees,,3835,3835,,12196.30,12249.3
Ellesmere,52.9082,-2.8944,United Kingdom,GB,Shropshire,,3835,3835,,7681.30,7731.1
Capel,51.154,-0.321,United Kingdom,GB,Surrey,,3832,3832,,9069.00,
Brynna,51.5388,-3.4632,United Kingdom,GB,Rhondda Cynon Taff,,3818,3818,,,
Deanshanger,52.0473,-0.8928,United Kingdom,GB,Northamptonshire,,3817,3817,,9892.00,
Bowness-on-Windermere,54.3644,-2.9181,United Kingdom,GB,Cumbria,,3814,3814,,9575.00,
Holt,52.9,1.09,United Kingdom,GB,Norfolk,,3810,3810,,7226.30,
Stratfield Mortimer,51.373,-1.037,United Kingdom,GB,West Berkshire,,3807,3807,,7204.10,7231.9
Somersham,52.3823,0.0006,United Kingdom,GB,Cambridgeshire,,3802,3802,,7381.60,
Swanland,53.7399,-0.4905,United Kingdom,GB,East Riding of Yorkshire,,3802,3802,,9728.70,9788.4
Poringland,52.5655,1.3503,United Kingdom,GB,Norfolk,,3802,3802,,7226.30,
Belhelvie,57.249,-2.088,United Kingdom,GB,Aberdeenshire,,3802,3802,,4989.60,5108.5
Upper Beeding,50.8823,-0.3051,United Kingdom,GB,West Sussex,,3798,3798,,8134.30,
Stoney Stanton,52.548,-1.2788,United Kingdom,GB,Leicestershire,,3793,3793,,10530.00,
Walton le Dale,53.746,-2.665,United Kingdom,GB,Lancashire,,3792,3792,,12990.00,
Banks,53.683,-2.917,United Kingdom,GB,Lancashire,,3792,3792,,12990.00,
Haltwhistle,54.97,-2.458,United Kingdom,GB,Northumberland,,3791,3791,,9970.40,10031.8
Amlwch,53.406,-4.341,United Kingdom,GB,Isle of Anglesey,,3789,3789,,5245.60,5309.5
Tibshelf,53.143,-1.345,United Kingdom,GB,Derbyshire,,3787,3787,,9964.20,
Watchet,51.1795,-3.3242,United Kingdom,GB,Somerset,,3785,3785,,6789.60,
Gullane,56.037,-2.827,United Kingdom,GB,East Lothian,,3783,2650,,7889.70,7978.7
Tenbury,52.31,-2.59,United Kingdom,GB,Worcestershire,,3777,3777,,8916.50,
Macduff,57.671,-2.497,United Kingdom,GB,Aberdeenshire,,3767,3767,,4989.60,5108.5
Dymchurch,51.027,1,United Kingdom,GB,Kent,,3752,3752,,10120.00,
Tonypandy,51.6223,-3.4512,United Kingdom,GB,Rhondda Cynon Taff,,3750,3750,,,
Wyberton,52.954,-0.0412,United Kingdom,GB,Lincolnshire,,3747,3747,,8837.00,
Worlingham,52.452,1.595,United Kingdom,GB,Suffolk,,3745,3745,,6266.70,
Auckley,53.502,-1.018,United Kingdom,GB,Doncaster,,3745,3745,,13001.60,13061
Lamesley,54.916,-1.608,United Kingdom,GB,Gateshead,,3742,3742,,12634.80,12696.7
Melton,52.1058,1.3317,United Kingdom,GB,Suffolk,,3741,3741,,6266.70,
Epworth,53.525,-0.82,United Kingdom,GB,North Lincolnshire,,3734,3734,,9281.70,9335.6
Harewood,53.9,-1.51,United Kingdom,GB,Leeds,,3734,3734,,13390.40,13451.2
Topsham,50.686,-3.4651,United Kingdom,GB,Devon,,3730,3730,,6363.60,
Addingham,53.9333,-1.8833,United Kingdom,GB,Bradford,,3730,3730,,13715.90,13759.3
Marden,51.174,0.494,United Kingdom,GB,Kent,,3724,3724,,10120.00,
Messingham,53.5273,-0.6535,United Kingdom,GB,North Lincolnshire,,3718,3718,,9281.70,9335.6
Spixworth,52.6895,1.3268,United Kingdom,GB,Norfolk,,3718,3718,,7226.30,
Sutton-in-Craven,53.892,-1.993,United Kingdom,GB,North Yorkshire,,3714,3714,,8686.00,
Rhuddlan,53.294,-3.464,United Kingdom,GB,Denbighshire,,3709,3709,,8793.30,8866.8
Feock,50.206,-5.05,United Kingdom,GB,Cornwall,,3708,3708,,,
Caddington,51.8631,-0.4568,United Kingdom,GB,Central Bedfordshire,,3703,3703,,9142.60,9178.3
Garelochhead,56.081,-4.83,United Kingdom,GB,Argyll and Bute,,3700,3700,,5611.60,5724
Holton le Clay,53.5055,-0.0585,United Kingdom,GB,Lincolnshire,,3691,3691,,8837.00,
Pirbright,51.286,-0.639,United Kingdom,GB,Surrey,,3691,3691,,9069.00,
Bembridge,50.6897,-1.0889,United Kingdom,GB,Isle of Wight,,3688,3688,,7458.40,7516
Lesmahagow,55.638,-3.887,United Kingdom,GB,South Lanarkshire,,3685,3685,,11244.60,11364
Aston Clinton,51.799,-0.721,United Kingdom,GB,Buckinghamshire,,3682,3682,,9111.80,
Desford,52.625,-1.295,United Kingdom,GB,Leicestershire,,3676,3676,,10530.00,
Old Brampton,53.2432,-1.4994,United Kingdom,GB,Derbyshire,,3676,3676,,9964.20,
Highcliffe,50.7414,-1.6959,United Kingdom,GB,Dorset,,3673,3673,,6074.10,6113.1
Taff’s Well,51.5454,-3.2702,United Kingdom,GB,Cardiff,,3672,3672,,9513.80,9570.4
Corbridge,54.975,-2.017,United Kingdom,GB,Northumberland,,3672,3672,,9970.40,10031.8
Lyme Regis,50.725,-2.94,United Kingdom,GB,Dorset,,3671,3671,,6074.10,6113.1
Dobwalls,50.4577,-4.5158,United Kingdom,GB,Cornwall,,3662,3662,,,
Llangollen,52.97,-3.17,United Kingdom,GB,Denbighshire,,3658,3658,,8793.30,8866.8
Maresfield,51,0.09,United Kingdom,GB,East Sussex,,3656,3656,,8286.60,
Pilning,51.564,-2.6417,United Kingdom,GB,South Gloucestershire,,3647,3647,,10000.10,10020.6
Saxmundham,52.215,1.487,United Kingdom,GB,Suffolk,,3644,3644,,6266.70,
Clapham,52.1649,-0.502,United Kingdom,GB,Bedford,,3643,3643,,12002.00,12035.2
Llanharry,51.513,-3.43,United Kingdom,GB,Rhondda Cynon Taff,,3643,3643,,,
Llanfairfechan,53.253,-3.973,United Kingdom,GB,Conwy,,3637,3637,,6858.80,6941.7
Stoneleigh,52.3514,-1.5147,United Kingdom,GB,Warwickshire,,3636,3636,,9523.70,
Penclawdd,51.641,-4.0977,United Kingdom,GB,Swansea,,3635,3635,,10262.70,10364.5
Pewsey,51.339,-1.765,United Kingdom,GB,Wiltshire,,3634,3634,,6775.20,6811.4
Whalley,53.824,-2.404,United Kingdom,GB,Lancashire,,3629,3629,,12990.00,
Kilbarchan,55.8362,-4.5537,United Kingdom,GB,Renfrewshire,,3622,3480,,11952.20,12117.2
Kilburn,53.0056,-1.4254,United Kingdom,GB,Derbyshire,,3618,3618,,9964.20,
Aviemore,57.194,-3.823,United Kingdom,GB,Highland,,3613,3240,,4607.30,4728.8
Wembdon,51.132,-3.023,United Kingdom,GB,Somerset,,3613,3613,,6789.60,
Haven Street,50.7092,-1.2089,United Kingdom,GB,Isle of Wight,,3613,3613,,7458.40,7516
Wigginton,54.0187,-1.0936,United Kingdom,GB,York,,3610,3610,,9867.20,9901.8
Newton,51.484,-3.679,United Kingdom,GB,Bridgend,,3608,3608,,11201.10,11263.5
Frizington,54.556,-3.471,United Kingdom,GB,Cumbria,,3607,3607,,9575.00,
Highley,52.448,-2.382,United Kingdom,GB,Shropshire,,3605,3605,,7681.30,7731.1
Metheringham,53.1391,-0.4034,United Kingdom,GB,Lincolnshire,,3605,3605,,8837.00,
Kegworth,52.8369,-1.2836,United Kingdom,GB,Leicestershire,,3601,3601,,10530.00,
Anstruther,56.2234,-2.7027,United Kingdom,GB,Fife,,3600,3600,,7498.70,7629.7
Carfin,55.8009,-3.9648,United Kingdom,GB,North Lanarkshire,,3600,3190,,12751.90,12912.3
Boreham,51.7599,0.542,United Kingdom,GB,Essex,,3597,3597,,10744.20,
Parkgate,53.296,-3.085,United Kingdom,GB,Cheshire West and Chester,,3591,3591,,10519.70,10577.8
Tain,57.8118,-4.0567,United Kingdom,GB,Highland,,3590,3590,,4607.30,4728.8
Bottesford,52.9375,-0.802,United Kingdom,GB,Leicestershire,,3587,3587,,10530.00,
Elton,53.2766,-2.8168,United Kingdom,GB,Cheshire West and Chester,,3586,3586,,10519.70,10577.8
Shawforth,53.683,-2.166,United Kingdom,GB,Lancashire,,3586,3586,,12990.00,
West Parley,50.786,-1.886,United Kingdom,GB,Dorset,,3585,3585,,6074.10,6113.1
Oughtibridge,53.436,-1.539,United Kingdom,GB,Sheffield,,3584,3584,,11968.50,12012.3
Wilton,51.08,-1.864,United Kingdom,GB,Wiltshire,,3579,3579,,6775.20,6811.4
Harthill,55.8603,-3.7493,United Kingdom,GB,North Lanarkshire,,3575,2620,,12751.90,12912.3
Bawtry,53.4278,-1.0167,United Kingdom,GB,Nottinghamshire,,3573,3573,,11286.40,
Yapton,50.82,-0.6112,United Kingdom,GB,West Sussex,,3571,3571,,8134.30,
Martham,52.7084,1.6328,United Kingdom,GB,Norfolk,,3569,3569,,7226.30,
Limpsfield,51.2606,0.0119,United Kingdom,GB,Surrey,,3569,3569,,9069.00,
Bramley,51.193,-0.558,United Kingdom,GB,Surrey,,3559,3559,,9069.00,
Wisbech Saint Mary,52.63,0.1,United Kingdom,GB,Cambridgeshire,,3556,3556,,7381.60,
Scarisbrick,53.61,-2.934,United Kingdom,GB,Lancashire,,3554,3554,,12990.00,
Brockenhurst,50.82,-1.58,United Kingdom,GB,Hampshire,,3552,3552,,7789.10,
Carisbrooke,50.6917,-1.3172,United Kingdom,GB,Isle of Wight,,3547,3547,,7458.40,7516
Upton,53.62,-1.29,United Kingdom,GB,Wakefield,,3541,3541,,12701.40,12758
Dreghorn,55.6072,-4.6169,United Kingdom,GB,North Ayrshire,,3540,3540,,9275.20,9439.1
Marham,52.6608,0.5255,United Kingdom,GB,Norfolk,,3531,3531,,7226.30,
Stamford Bridge,53.989,-0.9125,United Kingdom,GB,East Riding of Yorkshire,,3528,3528,,9728.70,9788.4
Box,51.415,-2.252,United Kingdom,GB,Wiltshire,,3525,3525,,6775.20,6811.4
Kidwelly,51.736,-4.307,United Kingdom,GB,Carmarthenshire,,3523,3523,,7994.30,8090.6
Mulbarton,52.5872,1.2253,United Kingdom,GB,Norfolk,,3521,3521,,7226.30,
Auchinleck,55.4733,-4.2985,United Kingdom,GB,East Ayrshire,,3512,3512,,9672.70,9799.3
Barkham,51.402,-0.876,United Kingdom,GB,Wokingham,,3511,3511,,8078.40,8110.6
Bitton,51.4248,-2.46,United Kingdom,GB,South Gloucestershire,,3509,3509,,10000.10,10020.6
Cosby,52.5517,-1.1933,United Kingdom,GB,Leicestershire,,3506,3506,,10530.00,
Whaplode,52.8002,-0.037,United Kingdom,GB,Lincolnshire,,3505,3505,,8837.00,
Moulton,52.798,-0.0629,United Kingdom,GB,Lincolnshire,,3504,3504,,8837.00,
Moulton Chapel,52.7463,-0.0841,United Kingdom,GB,Lincolnshire,,3504,3504,,8837.00,
Cults,57.1187,-2.1739,United Kingdom,GB,Aberdeen City,,3500,3500,,6653.30,6757.2
Marsden,53.6011,-1.9267,United Kingdom,GB,Kirklees,,3499,3499,,12196.30,12249.3
Withnell,53.69,-2.555,United Kingdom,GB,Lancashire,,3498,3498,,12990.00,
Congresbury,51.3677,-2.8109,United Kingdom,GB,North Somerset,,3497,3497,,8543.70,8564.1
Melling,53.495,-2.927,United Kingdom,GB,Sefton,,3493,3493,,13389.30,13443
Moreton in Marsh,51.988,-1.701,United Kingdom,GB,Gloucestershire,,3493,3493,,7111.20,
Yelverton,50.492,-4.086,United Kingdom,GB,Devon,,3493,3493,,6363.60,
Wollaston,52.2564,-0.6694,United Kingdom,GB,Northamptonshire,,3491,3491,,9892.00,
Inverkip,55.907,-4.8703,United Kingdom,GB,Inverclyde,,3490,3490,,9577.00,9759.9
Denholme,53.802,-1.894,United Kingdom,GB,Bradford,,3489,3489,,13715.90,13759.3
Pilsley,53.155,-1.366,United Kingdom,GB,Derbyshire,,3487,3487,,9964.20,
Pentyrch,51.5288,-3.2973,United Kingdom,GB,Cardiff,,3483,3483,,9513.80,9570.4
Arundel,50.8544,-0.5539,United Kingdom,GB,West Sussex,,3475,2803,,8134.30,
Prestbury,53.2928,-2.1452,United Kingdom,GB,Cheshire East,,3471,3471,,9307.20,9359.7
Clipstone,53.17,-1.1073,United Kingdom,GB,Nottinghamshire,,3469,3469,,11286.40,
Llanharan,51.53,-3.43,United Kingdom,GB,Rhondda Cynon Taff,,3465,3465,,,
Skellingthorpe,53.2364,-0.6165,United Kingdom,GB,Lincolnshire,,3465,3465,,8837.00,
Otford,51.3097,0.1866,United Kingdom,GB,Kent,,3465,3465,,10120.00,
Neyland,51.7113,-4.9452,United Kingdom,GB,Pembrokeshire,,3464,3464,,4957.80,5005.9
South Cerney,51.671,-1.932,United Kingdom,GB,Gloucestershire,,3464,3464,,7111.20,
Alford,53.26,0.18,United Kingdom,GB,Lincolnshire,,3459,3459,,8837.00,
Cholsey,51.574,-1.151,United Kingdom,GB,Oxfordshire,,3457,3457,,8227.10,
Moulton,52.2892,-0.8491,United Kingdom,GB,Northamptonshire,,3454,3454,,9892.00,
Redlynch,50.988,-1.712,United Kingdom,GB,Wiltshire,,3448,3448,,6775.20,6811.4
Sway,50.783,-1.6,United Kingdom,GB,Hampshire,,3448,3448,,7789.10,
Wootton,50.7263,-1.2321,United Kingdom,GB,Isle of Wight,,3447,3447,,7458.40,7516
Water Orton,52.517,-1.736,United Kingdom,GB,Warwickshire,,3444,3444,,9523.70,
Burton Joyce,52.988,-1.036,United Kingdom,GB,Nottinghamshire,,3443,3443,,11286.40,
Nettleham,53.2662,-0.4877,United Kingdom,GB,Lincolnshire,,3437,3437,,8837.00,
Gilfach Goch,51.5921,-3.4728,United Kingdom,GB,Rhondda Cynon Taff,,3436,3436,,,
Gilberdike,53.752,-0.7361,United Kingdom,GB,East Riding of Yorkshire,,3430,3430,,9728.70,9788.4
Lytchett Matravers,50.7582,-2.0791,United Kingdom,GB,Dorset,,3424,3424,,6074.10,6113.1
Wonersh,51.1983,-0.5468,United Kingdom,GB,Surrey,,3412,3412,,9069.00,
Queenborough,51.4183,0.745,United Kingdom,GB,Kent,,3407,3407,,10120.00,
Boroughbridge,54.095,-1.398,United Kingdom,GB,North Yorkshire,,3405,3405,,8686.00,
Avonmouth,51.501,-2.699,United Kingdom,GB,"Bristol, City of",,3402,3402,,12245.60,12270.1
Bramhope,53.8829,-1.6095,United Kingdom,GB,Leeds,,3400,3400,,13390.40,13451.2
Westerleigh,51.51,-2.43,United Kingdom,GB,South Gloucestershire,,3399,3399,,10000.10,10020.6
Marston,51.777,-1.236,United Kingdom,GB,Oxfordshire,,3398,3398,,8227.10,
Thorngumbald,53.7208,-0.1715,United Kingdom,GB,East Riding of Yorkshire,,3392,3392,,9728.70,9788.4
Pen-y-cae,52.999,-3.073,United Kingdom,GB,Wrexham,,3389,3389,,11698.20,11773.9
Kirkliston,55.956,-3.403,United Kingdom,GB,"Edinburgh, City of Scotland",,3386,3386,,,
Chapel Saint Leonards,53.223,0.3365,United Kingdom,GB,Lincolnshire,,3384,3384,,8837.00,
Glemsford,52.1,0.669,United Kingdom,GB,Suffolk,,3382,3382,,6266.70,
Benllech,53.3216,-4.2257,United Kingdom,GB,Isle of Anglesey,,3382,2332,,5245.60,5309.5
Swillington,53.768,-1.4201,United Kingdom,GB,Leeds,,3381,3381,,13390.40,13451.2
New Buildings,54.958,-7.355,United Kingdom,GB,Derry and Strabane,,3381,3381,,,
Llanbadarn-fawr,52.408,-4.06,United Kingdom,GB,Ceredigion,,3380,3380,,4420.10,4498.3
Menai Bridge,53.23,-4.16,United Kingdom,GB,Gwynedd,,3376,3376,,5150.60,5233.6
Bilsthorpe,53.1333,-1.0333,United Kingdom,GB,Nottinghamshire,,3375,3375,,11286.40,
Bloxham,52.018,-1.375,United Kingdom,GB,Oxfordshire,,3374,3374,,8227.10,
Lenham,51.238,0.716,United Kingdom,GB,Kent,,3370,3370,,10120.00,
South Petherton,50.949,-2.809,United Kingdom,GB,Somerset,,3367,3367,,6789.60,
Takeley,51.868,0.266,United Kingdom,GB,Essex,,3367,3367,,10744.20,
Saundersfoot,51.711,-4.7,United Kingdom,GB,Pembrokeshire,,3361,3361,,4957.80,5005.9
Darvel,55.61,-4.2809,United Kingdom,GB,East Ayrshire,,3361,3361,,9672.70,9799.3
Washingborough,53.2233,-0.4744,United Kingdom,GB,Lincolnshire,,3356,3356,,8837.00,
Saint Asaph,53.258,-3.442,United Kingdom,GB,Denbighshire,,3355,3355,,8793.30,8866.8
Heckington,52.982,-0.304,United Kingdom,GB,Lincolnshire,,3353,3353,,8837.00,
Kirkcudbright,54.832,-4.048,United Kingdom,GB,Dumfries and Galloway,,3352,3352,,6221.60,6320
Clackmannan,56.107,-3.749,United Kingdom,GB,Clackmannanshire,,3348,3240,,9791.40,9927.9
Codicote,51.85,-0.236,United Kingdom,GB,Hertfordshire,,3344,3344,,10114.00,
Haddenham,52.358,0.149,United Kingdom,GB,Cambridgeshire,,3344,3344,,7381.60,
West Bergholt,51.91,0.85,United Kingdom,GB,Essex,,3344,3344,,10744.20,
Buxted,50.99,0.13,United Kingdom,GB,East Sussex,,3343,3343,,8286.60,
Framlingham,52.2221,1.3434,United Kingdom,GB,Suffolk,,3342,3342,,6266.70,
Leverington,52.6822,0.1359,United Kingdom,GB,Lincolnshire,,3339,3339,,8837.00,
Lowdham,53.009,-1.001,United Kingdom,GB,Nottinghamshire,,3334,3334,,11286.40,
Buckfastleigh,50.48,-3.78,United Kingdom,GB,Devon,,3326,3326,,6363.60,
Llanrwst,53.137,-3.795,United Kingdom,GB,Conwy,,3323,3323,,6858.80,6941.7
Wedmore,51.226,-2.81,United Kingdom,GB,Somerset,,3318,3318,,6789.60,
Blofield,52.635,1.448,United Kingdom,GB,Norfolk,,3316,3316,,7226.30,
West Chiltington,50.9556,-0.449,United Kingdom,GB,West Sussex,,3315,3315,,8134.30,
Boughton Monchelsea,51.2293,0.5312,United Kingdom,GB,Kent,,3313,3313,,10120.00,
Burghill,52.1,-2.7666,United Kingdom,GB,Herefordshire,,3309,3309,,,
West Wellow,50.975,-1.578,United Kingdom,GB,Hampshire,,3308,3308,,7789.10,
East Peckham,51.22,0.38,United Kingdom,GB,Kent,,3306,3306,,10120.00,
Bourton on the Water,51.886,-1.759,United Kingdom,GB,Gloucestershire,,3296,3296,,7111.20,
Nottage,51.491,-3.7116,United Kingdom,GB,Bridgend,,3293,3293,,11201.10,11263.5
Ashfordby,52.76,-0.96,United Kingdom,GB,Leicestershire,,3286,3286,,10530.00,
Newtonhill,57.032,-2.15,United Kingdom,GB,Aberdeenshire,,3284,3140,,4989.60,5108.5
Pegswood,55.1798,-1.6442,United Kingdom,GB,Northumberland,,3280,3280,,9970.40,10031.8
Hemsby,52.6976,1.6911,United Kingdom,GB,Norfolk,,3275,3275,,7226.30,
Gobowen,52.896,-3.038,United Kingdom,GB,Shropshire,,3270,3270,,7681.30,7731.1
Wilstead,52.0666,-0.4333,United Kingdom,GB,Bedford,,3270,3270,,12002.00,12035.2
Cuckfield,51.0096,-0.1407,United Kingdom,GB,West Sussex,,3266,3266,,8134.30,
Crosskeys,51.6169,-3.1207,United Kingdom,GB,Caerphilly,,3265,3265,,9757.30,9848.6
Towyn,52.582,-4.089,United Kingdom,GB,Gwynedd,,3264,3264,,5150.60,5233.6
Barlborough,53.287,-1.287,United Kingdom,GB,Derbyshire,,3261,3261,,9964.20,
Laceby,53.541,-0.168,United Kingdom,GB,North East Lincolnshire,,3259,3259,,12159.60,12218.6
Preston,53.7566,-0.1969,United Kingdom,GB,East Riding of Yorkshire,,3258,3258,,9728.70,9788.4
Bishopston,51.575,-4.051,United Kingdom,GB,Swansea,,3251,3251,,10262.70,10364.5
Gamlingay,52.1579,-0.1946,United Kingdom,GB,Cambridgeshire,,3247,3247,,7381.60,
Little Paxton,52.25,-0.25,United Kingdom,GB,Cambridgeshire,,3244,3244,,7381.60,
Headcorn,51.1695,0.6203,United Kingdom,GB,Kent,,3241,3241,,10120.00,
Bishopthorpe,53.9187,-1.1008,United Kingdom,GB,York,,3237,3237,,9867.20,9901.8
