city,lat,lng,country,iso2,admin_name,Regions,population,population_proper,cases,"(Upper tier) total cumulative confirmed covid cases per 100,000 population","(Lower tier) total cumulative confirmed covid cases per 100,000 population"
Brackley,52.032,-1.147,United Kingdom,GB,Northamptonshire,,13018,13018,,9892.00,
Midsomer Norton,51.2842,-2.4817,United Kingdom,GB,Bath and North East Somerset,,13000,13000,,8501.90,8527.3
Corsham,51.43,-2.19,United Kingdom,GB,Wiltshire,,13000,13000,,6775.20,6811.4
Cumnock,55.4529,-4.2638,United Kingdom,GB,East Ayrshire,,13000,8830,,9672.70,9799.3
Gornalwood,52.523,-2.124,United Kingdom,GB,Dudley,,12992,12992,,12174.80,12235.3
Yiewsley,51.513,-0.471,United Kingdom,GB,Hillingdon,,12979,12979,,12058.40,12097.2
Shenley Church End,52.022,-0.788,United Kingdom,GB,Milton Keynes,,12961,12961,,11054.30,11095.4
Flint,53.2482,-3.1358,United Kingdom,GB,Flintshire,,12953,12953,,9211.50,9259.3
Woolton,53.374,-2.865,United Kingdom,GB,Liverpool,,12921,12921,,14724.60,14774
Leagrave,51.903,-0.466,United Kingdom,GB,Luton,,12910,12910,,13614.10,13670.3
Cliftonville,51.3881,1.4046,United Kingdom,GB,Kent,,12900,12900,,10120.00,
Buckingham,51.995,-0.986,United Kingdom,GB,Buckinghamshire,,12890,12890,,9111.80,
Chilwell,52.916,-1.235,United Kingdom,GB,Nottinghamshire,,12864,12864,,11286.40,
Syston,52.7,-1.08,United Kingdom,GB,Leicestershire,,12804,12804,,10530.00,
Little Lever,53.563,-2.369,United Kingdom,GB,Bolton,,12803,12803,,14568.00,14613.5
Sanderstead,51.3358,-0.0818,United Kingdom,GB,Croydon,,12777,12777,,11490.00,11525.5
Chalfont Saint Peter,51.607,-0.556,United Kingdom,GB,Buckinghamshire,,12766,12766,,9111.80,
Ainsdale,53.6021,-3.0405,United Kingdom,GB,Sefton,,12723,12723,,13389.30,13443
Flitwick,52.0038,-0.4966,United Kingdom,GB,Central Bedfordshire,,12700,12700,,9142.60,9178.3
Brownhills,52.647,-1.933,United Kingdom,GB,Walsall,,12676,12676,,12777.10,12822.1
Hornsey,51.587,-0.118,United Kingdom,GB,Haringey,,12659,12659,,11112.50,11143.3
Sutton on Hull,53.7806,-0.3047,United Kingdom,GB,"Kingston upon Hull, City of",,12649,12649,,13309.70,13372.3
Horndean,50.9136,-0.9961,United Kingdom,GB,Hampshire,,12639,12639,,7789.10,
North Walsham,52.821,1.387,United Kingdom,GB,Norfolk,,12634,12634,,7226.30,
Galashiels,55.6194,-2.8033,United Kingdom,GB,"Scottish Borders, The",,12600,12600,,,
Selston,53.07,-1.3,United Kingdom,GB,Nottinghamshire,,12596,12596,,11286.40,
Forres,57.608,-3.62,United Kingdom,GB,Moray,,12587,10100,,3312.10,3360.2
Wordsley,52.483,-2.15,United Kingdom,GB,Dudley,,12582,12582,,12174.80,12235.3
Tranent,55.945,-2.954,United Kingdom,GB,East Lothian,,12582,12140,,7889.70,7978.7
Sidmouth,50.68,-3.239,United Kingdom,GB,Devon,,12569,12569,,6363.60,
Croxley Green,51.647,-0.445,United Kingdom,GB,Hertfordshire,,12562,12562,,10114.00,
Mablethorpe,53.3409,0.261,United Kingdom,GB,Lincolnshire,,12531,12531,,8837.00,
Abergavenny,51.824,-3.0167,United Kingdom,GB,Monmouthshire,,12515,12515,,6399.50,6435.2
Wolverton,52.0626,-0.8102,United Kingdom,GB,Milton Keynes,,12492,12492,,11054.30,11095.4
Costessey,52.6602,1.2161,United Kingdom,GB,Norfolk,,12463,12463,,7226.30,
Barton upon Irwell,53.476,-2.36,United Kingdom,GB,Salford,,12462,12462,,15022.60,15072.1
Bickenhill,52.439,-1.725,United Kingdom,GB,Solihull,,12456,12456,,11884.40,11937.7
Tilbury,51.4606,0.3582,United Kingdom,GB,Thurrock,,12450,12450,,13098.50,13127.6
Chigwell,51.6225,0.0723,United Kingdom,GB,Essex,,12449,12449,,10744.20,
Blunsdon Saint Andrew,51.61,-1.79,United Kingdom,GB,Swindon,,12414,12414,,9049.70,9057.3
Hersham,51.3681,-0.4008,United Kingdom,GB,Surrey,,12414,12414,,9069.00,
Spondon,52.92,-1.401,United Kingdom,GB,Derby,,12377,12377,,11683.90,11752.9
Ashby de la Zouch,52.746,-1.476,United Kingdom,GB,Leicestershire,,12370,12370,,10530.00,
Coseley,52.55,-2.083,United Kingdom,GB,Dudley,,12357,12357,,12174.80,12235.3
Ovenden,53.7432,-1.8779,United Kingdom,GB,Calderdale,,12351,12351,,11950.50,12022.4
Chepstow,51.642,-2.675,United Kingdom,GB,Monmouthshire,,12350,12350,,6399.50,6435.2
Lymm,53.3834,-2.475,United Kingdom,GB,Cheshire East,,12350,12350,,9307.20,9359.7
Lye,52.459,-2.116,United Kingdom,GB,Dudley,,12346,12346,,12174.80,12235.3
Thornbury,51.6094,-2.5249,United Kingdom,GB,South Gloucestershire,,12342,12342,,10000.10,10020.6
Dalkeith,55.8958,-3.0583,United Kingdom,GB,Midlothian,,12342,12342,,9577.00,9712.3
Tonyrefail,51.584,-3.4306,United Kingdom,GB,Rhondda Cynon Taff,,12301,12301,,,
New Mills,53.367,-2.007,United Kingdom,GB,Derbyshire,,12291,12291,,9964.20,
Thatto Heath,53.4352,-2.7481,United Kingdom,GB,St. Helens,,12280,12280,,14092.60,14140.1
Harrow on the Hill,51.5655,-0.3327,United Kingdom,GB,Harrow,,12270,12270,,11473.90,11515.1
Newhaven,50.8,0.06,United Kingdom,GB,East Sussex,,12232,12232,,8286.60,
Caldicot,51.591,-2.7492,United Kingdom,GB,Monmouthshire,,12230,12230,,6399.50,6435.2
Olton,52.4377,-1.8058,United Kingdom,GB,Solihull,,12167,12167,,11884.40,11937.7
Cheadle,52.9849,-1.9865,United Kingdom,GB,Staffordshire,,12165,12165,,10600.20,
Bamber Bridge,53.7281,-2.6606,United Kingdom,GB,Lancashire,,12126,12126,,12990.00,
Huntington,53.9926,-1.043,United Kingdom,GB,York,,12108,12108,,9867.20,9901.8
Sedgley,52.54,-2.123,United Kingdom,GB,Dudley,,12087,12087,,12174.80,12235.3
Beaconsfield,51.6009,-0.6347,United Kingdom,GB,Buckinghamshire,,12081,12081,,9111.80,
Bridgnorth,52.535,-2.4195,United Kingdom,GB,Shropshire,,12079,12079,,7681.30,7731.1
Fenton,52.9977,-2.1578,United Kingdom,GB,Stoke-on-Trent,,12070,12070,,12182.90,12232.4
Berwick-Upon-Tweed,55.771,-2.007,United Kingdom,GB,Northumberland,,12043,12043,,9970.40,10031.8
Hwlffordd,51.8,-4.97,United Kingdom,GB,Pembrokeshire,,12042,12042,,4957.80,5005.9
Wells,51.209,-2.647,United Kingdom,GB,Somerset,,12000,12000,,6789.60,
Broxburn,55.934,-3.471,United Kingdom,GB,West Lothian,,12000,12000,,9027.90,9148.1
Warsop,53.2,-1.15,United Kingdom,GB,Nottinghamshire,,11999,11999,,11286.40,
Minehead,51.2038,-3.4738,United Kingdom,GB,Somerset,,11981,11981,,6789.60,
Montrose,56.708,-2.467,United Kingdom,GB,Angus,,11955,11955,,6619.80,6707
Broughton Astley,52.5278,-1.2275,United Kingdom,GB,Leicestershire,,11940,11940,,10530.00,
Sheerness,51.441,0.76,United Kingdom,GB,Kent,,11938,11938,,10120.00,
Halstead,51.9451,0.6411,United Kingdom,GB,Essex,,11906,11906,,10744.20,
Bargoed,51.69,-3.24,United Kingdom,GB,Caerphilly,,11900,11900,,9757.30,9848.6
Rushall,52.611,-1.957,United Kingdom,GB,Walsall,,11871,11871,,12777.10,12822.1
Snaresbrook,51.587,0.0146,United Kingdom,GB,Redbridge,,11868,11868,,13698.30,13730.7
Sandown,50.6551,-1.1541,United Kingdom,GB,Isle of Wight,,11868,11868,,7458.40,7516
Hoyland Nether,53.4985,-1.4406,United Kingdom,GB,Barnsley,,11852,11852,,13373.20,13436.9
Ivybridge,50.389,-3.921,United Kingdom,GB,Devon,,11851,11851,,6363.60,
Torton,52.4522,-2.1606,United Kingdom,GB,Worcestershire,,11841,11841,,8916.50,
Trentham,52.9663,-2.1899,United Kingdom,GB,Staffordshire,,11836,11836,,10600.20,
Hexham,54.971,-2.101,United Kingdom,GB,Northumberland,,11829,11139,,9970.40,10031.8
Honiton,50.8,-3.19,United Kingdom,GB,Devon,,11822,11822,,6363.60,
Wath upon Dearne,53.5022,-1.3402,United Kingdom,GB,Rotherham,,11816,11816,,12681.10,12746.4
Street,51.1235,-2.7381,United Kingdom,GB,Somerset,,11805,11805,,6789.60,
Oswaldtwistle,53.743,-2.393,United Kingdom,GB,Lancashire,,11803,11803,,12990.00,
Alsager,53.0961,-2.3048,United Kingdom,GB,Cheshire East,,11775,11775,,9307.20,9359.7
Market Drayton,52.9044,-2.4848,United Kingdom,GB,Staffordshire,,11773,11773,,10600.20,
Gillingham,51.0375,-2.2748,United Kingdom,GB,Dorset,,11756,11756,,6074.10,6113.1
Hackney,51.5414,-0.0266,United Kingdom,GB,Hackney,,11734,11734,,10967.90,2373.6
Tring,51.7962,-0.6592,United Kingdom,GB,Hertfordshire,,11730,11730,,10114.00,
Devizes,51.353,-1.994,United Kingdom,GB,Wiltshire,,11715,11715,,6775.20,6811.4
Sowerby Bridge,53.71,-1.91,United Kingdom,GB,Calderdale,,11703,11703,,11950.50,12022.4
Risca,51.608,-3.091,United Kingdom,GB,Caerphilly,,11693,11693,,9757.30,9848.6
Leominster,52.2282,-2.7385,United Kingdom,GB,Herefordshire,,11691,11691,,,
Ulverston,54.193,-3.09,United Kingdom,GB,Cumbria,,11678,11678,,9575.00,
Elland,53.683,-1.84,United Kingdom,GB,Calderdale,,11676,11676,,11950.50,12022.4
Prudhoe,54.961,-1.849,United Kingdom,GB,Northumberland,,11675,11675,,9970.40,10031.8
Bolsover,53.2304,-1.2875,United Kingdom,GB,Derbyshire,,11673,11673,,9964.20,
Bryn,53.499,-2.657,United Kingdom,GB,Wigan,,11662,11662,,14329.40,14383.8
Sandy,52.131,-0.297,United Kingdom,GB,Central Bedfordshire,,11657,11657,,9142.60,9178.3
Henley on Thames,51.536,-0.898,United Kingdom,GB,Oxfordshire,,11619,11619,,8227.10,
Ascot,51.4084,-0.6707,United Kingdom,GB,Windsor and Maidenhead,,11603,11603,,8967.90,9006.9
Sunninghill,51.405,-0.656,United Kingdom,GB,Windsor and Maidenhead,,11603,11603,,8967.90,9006.9
Stonehaven,56.964,-2.211,United Kingdom,GB,Aberdeenshire,,11602,11602,,4989.60,5108.5
Abertillery,51.73,-3.13,United Kingdom,GB,Blaenau Gwent,,11601,11601,,10759.80,10842.6
Wallingford,51.599,-1.125,United Kingdom,GB,Oxfordshire,,11600,11600,,8227.10,
Thame,51.75,-0.97,United Kingdom,GB,Oxfordshire,,11561,11561,,8227.10,
Belgrave,52.6566,-1.1262,United Kingdom,GB,Leicester,,11558,11558,,14857.50,14921.1
Wanstead,51.5778,0.0286,United Kingdom,GB,Redbridge,,11543,11543,,13698.30,13730.7
Blundellsands,53.48,-3.05,United Kingdom,GB,Sefton,,11514,11514,,13389.30,13443
Brislington,51.4316,-2.5439,United Kingdom,GB,"Bristol, City of",,11511,11511,,12245.60,12270.1
Gourock,55.9538,-4.8173,United Kingdom,GB,Inverclyde,,11511,10350,,9577.00,9759.9
Pelsall,52.631,-1.972,United Kingdom,GB,Walsall,,11505,11505,,12777.10,12822.1
Tadley,51.3506,-1.1376,United Kingdom,GB,Hampshire,,11473,11473,,7789.10,
Culcheth,53.4517,-2.5218,United Kingdom,GB,Warrington,,11454,11454,,13299.10,13352.1
Sandridge,51.7808,-0.3038,United Kingdom,GB,Hertfordshire,,11451,11451,,10114.00,
Holyhead,53.309,-4.633,United Kingdom,GB,Isle of Anglesey,,11431,11431,,5245.60,5309.5
Haydock,53.4678,-2.6609,United Kingdom,GB,St. Helens,,11416,11416,,14092.60,14140.1
Carnoustie,56.5005,-2.7147,United Kingdom,GB,Angus,,11394,11394,,6619.80,6707
Wealdstone,51.5957,-0.3352,United Kingdom,GB,Brent,,11394,11394,,12084.10,12115.5
Greetland,53.6869,-1.8714,United Kingdom,GB,Calderdale,,11389,11389,,11950.50,12022.4
Stainland,53.6728,-1.8805,United Kingdom,GB,Calderdale,,11389,11389,,11950.50,12022.4
Newport,52.7691,-2.3787,United Kingdom,GB,Telford and Wrekin,,11387,11387,,10115.70,10190.2
Royal Wootton Bassett,51.533,-1.9,United Kingdom,GB,Wiltshire,,11385,11385,,6775.20,6811.4
Buckhurst Hill,51.632,0.036,United Kingdom,GB,Essex,,11380,11380,,10744.20,
Harrow Weald,51.604,-0.339,United Kingdom,GB,Harrow,,11376,11376,,11473.90,11515.1
Newtown,52.5132,-3.3141,United Kingdom,GB,Powys,,11357,11357,,5519.10,5603.2
Knowsley,53.4498,-2.8501,United Kingdom,GB,Knowsley,,11343,11343,,16654.40,16707.6
Wantage,51.589,-1.427,United Kingdom,GB,Oxfordshire,,11327,11327,,8227.10,
Leatherhead,51.295,-0.329,United Kingdom,GB,Surrey,,11316,11316,,9069.00,
Burslem,53.0426,-2.1879,United Kingdom,GB,Stoke-on-Trent,,11314,11314,,12182.90,12232.4
Oxted,51.257,-0.006,United Kingdom,GB,Surrey,,11314,11314,,9069.00,
Hipperholme,53.7258,-1.812,United Kingdom,GB,Calderdale,,11308,11308,,11950.50,12022.4
Chorleywood,51.65,-0.51,United Kingdom,GB,Hertfordshire,,11286,11286,,10114.00,
Stanwell,51.457,-0.4715,United Kingdom,GB,Surrey,,11279,11279,,9069.00,
Astley,53.5008,-2.4454,United Kingdom,GB,Wigan,,11270,11270,,14329.40,14383.8
Burtonwood,53.4302,-2.6614,United Kingdom,GB,Warrington,,11265,11265,,13299.10,13352.1
Maryport,54.7128,-3.4926,United Kingdom,GB,Cumbria,,11262,11262,,9575.00,
Saltcoats,55.6352,-4.7896,United Kingdom,GB,North Ayrshire,,11260,11260,,9275.20,9439.1
Holywood,54.636,-5.845,United Kingdom,GB,Ards and North Down,,11257,11257,,7179.60,7239.5
Kingsnorth,51.1178,0.8615,United Kingdom,GB,Kent,,11243,11243,,10120.00,
Cranleigh,51.1363,-0.4784,United Kingdom,GB,Surrey,,11241,11241,,9069.00,
Largs,55.794,-4.867,United Kingdom,GB,North Ayrshire,,11241,11241,,9275.20,9439.1
Crayford,51.4491,0.1812,United Kingdom,GB,Kent,,11226,11226,,10120.00,
Saint Ives,50.211,-5.48,United Kingdom,GB,Cornwall,,11226,11226,,,
Castle Bromwich,52.505,-1.7856,United Kingdom,GB,Birmingham,,11217,11217,,13185.40,13230
Dorking,51.234,-0.3318,United Kingdom,GB,Surrey,,11185,11185,,9069.00,
Prescot,53.422,-2.814,United Kingdom,GB,Knowsley,,11184,11184,,16654.40,16707.6
Ilfracombe,51.208,-4.12,United Kingdom,GB,Devon,,11184,11184,,6363.60,
Wootton,52.2007,-0.8857,United Kingdom,GB,Northamptonshire,,11180,11180,,9892.00,
Helston,50.1,-5.27,United Kingdom,GB,Cornwall,,11178,9780,,,
Shoeburyness,51.5316,0.7978,United Kingdom,GB,Southend-on-Sea,,11159,11159,,11326.10,11367.7
Eckington,53.308,-1.3643,United Kingdom,GB,Derbyshire,,11152,11152,,9964.20,
Aylestone,52.604,-1.154,United Kingdom,GB,Leicester,,11151,11151,,14857.50,14921.1
Dorridge,52.372,-1.7554,United Kingdom,GB,Solihull,,11140,11140,,11884.40,11937.7
Evington,52.621,-1.072,United Kingdom,GB,Leicestershire,,11133,11133,,10530.00,
Southborough,51.1598,0.2652,United Kingdom,GB,Kent,,11124,11124,,10120.00,
Iver,51.521,-0.507,United Kingdom,GB,Buckinghamshire,,11119,11119,,9111.80,
Barton upon Humber,53.6833,-0.45,United Kingdom,GB,North Lincolnshire,,11066,11066,,9281.70,9335.6
Timperley,53.387,-2.328,United Kingdom,GB,Trafford,,11061,11061,,12201.80,12254
Whitchurch,51.4064,-2.5594,United Kingdom,GB,Bath and North East Somerset,,11061,11061,,8501.90,8527.3
Great Wyrley,52.6593,-2.0102,United Kingdom,GB,Staffordshire,,11060,11060,,10600.20,
Epping,51.7004,0.1087,United Kingdom,GB,Essex,,11047,11047,,10744.20,
Bottesford,53.5521,-0.6714,United Kingdom,GB,North Lincolnshire,,11038,11038,,9281.70,9335.6
Tavistock,50.545,-4.15,United Kingdom,GB,Devon,,11018,11018,,6363.60,
Churchdown,51.88,-2.17,United Kingdom,GB,Gloucestershire,,10990,10990,,7111.20,
Cudworth,53.5784,-1.4149,United Kingdom,GB,Barnsley,,10977,10977,,13373.20,13436.9
Hellesdon,52.6485,1.2509,United Kingdom,GB,Norfolk,,10957,10957,,7226.30,
Highgate,51.5716,-0.1448,United Kingdom,GB,Camden,,10955,10955,,8077.90,8113.7
Ardrossan,55.6432,-4.8097,United Kingdom,GB,North Ayrshire,,10952,10670,,9275.20,9439.1
Ponteland,55.048,-1.747,United Kingdom,GB,Northumberland,,10921,10921,,9970.40,10031.8
Mossley,53.5147,-2.0387,United Kingdom,GB,Tameside,,10921,10921,,13502.30,13561.7
Hollinwood,53.5183,-2.144,United Kingdom,GB,Oldham,,10920,10920,,15365.20,15405.2
Inverurie,57.28,-2.38,United Kingdom,GB,Aberdeenshire,,10885,10885,,4989.60,5108.5
Soham,52.3338,0.3361,United Kingdom,GB,Cambridgeshire,,10860,10860,,7381.60,
Rainhill,53.4157,-2.7625,United Kingdom,GB,St. Helens,,10853,10853,,14092.60,14140.1
Stranraer,54.902,-5.027,United Kingdom,GB,Dumfries and Galloway,,10851,10320,,6221.60,6320
Earlestown,53.45,-2.65,United Kingdom,GB,St. Helens,,10830,10830,,14092.60,14140.1
Great Harwood,53.786,-2.408,United Kingdom,GB,Lancashire,,10800,10800,,12990.00,
Methil,56.1844,-3.0223,United Kingdom,GB,Fife,,10800,10800,,7498.70,7629.7
Wooburn,51.581,-0.691,United Kingdom,GB,Buckinghamshire,,10792,10792,,9111.80,
Flixton,53.447,-2.391,United Kingdom,GB,Trafford,,10786,10786,,12201.80,12254
Parkstone,50.71,-1.95,United Kingdom,GB,Poole,,10779,10779,,,
Barnoldswick,53.9147,-2.1895,United Kingdom,GB,Lancashire,,10752,10752,,12990.00,
Stannington,53.396,-1.536,United Kingdom,GB,Sheffield,,10747,10747,,11968.50,12012.3
Selsey,50.735,-0.7898,United Kingdom,GB,West Sussex,,10737,10737,,8134.30,
Royston,53.61,-1.45,United Kingdom,GB,Barnsley,,10728,10728,,13373.20,13436.9
Amesbury,51.17,-1.77,United Kingdom,GB,Wiltshire,,10724,10724,,6775.20,6811.4
Ross on Wye,51.914,-2.587,United Kingdom,GB,Herefordshire,,10700,10700,,,
Desborough,52.4398,-0.8172,United Kingdom,GB,Northamptonshire,,10697,10697,,9892.00,
Hatch End,51.601,-0.3743,United Kingdom,GB,Harrow,,10693,10693,,11473.90,11515.1
Darfield,53.538,-1.3812,United Kingdom,GB,Barnsley,,10685,10685,,13373.20,13436.9
Knowle,52.3881,-1.7318,United Kingdom,GB,Solihull,,10678,10678,,11884.40,11937.7
Aylesford,51.3033,0.4796,United Kingdom,GB,Kent,,10660,10660,,10120.00,
Cookstown,54.647,-6.745,United Kingdom,GB,Mid Ulster,,10646,10646,,13061.20,13143.1
North Tidworth,51.237,-1.664,United Kingdom,GB,Wiltshire,,10621,10621,,6775.20,6811.4
Longbenton,55,-1.57,United Kingdom,GB,Newcastle upon Tyne,,10617,10617,,13712.70,13779.9
Bishops Cleeve,51.947,-2.061,United Kingdom,GB,Gloucestershire,,10612,10612,,7111.20,
Blandford Forum,50.856,-2.1648,United Kingdom,GB,Dorset,,10610,10610,,6074.10,6113.1
Englefield Green,51.4301,-0.5699,United Kingdom,GB,Surrey,,10607,10607,,9069.00,
Felton,51.51,-2.574,United Kingdom,GB,North Somerset,,10607,10607,,8543.70,8564.1
Kingsteignton,50.5458,-3.5962,United Kingdom,GB,Devon,,10600,10600,,6363.60,
Abergele,53.28,-3.58,United Kingdom,GB,Conwy,,10577,10577,,6858.80,6941.7
Southwick,54.9193,-1.4062,United Kingdom,GB,Sunderland,,10535,10535,,13952.30,14015.7
Whitburn,55.8621,-3.6872,United Kingdom,GB,West Lothian,,10527,10527,,9027.90,9148.1
Monmouth,51.81,-2.72,United Kingdom,GB,Monmouthshire,,10508,10508,,6399.50,6435.2
Ryhope,54.8679,-1.3698,United Kingdom,GB,Sunderland,,10484,10484,,13952.30,14015.7
Fort William,56.8198,-5.1052,United Kingdom,GB,Highland,,10459,10175,,4607.30,4728.8
Holbeach,52.8037,0.0154,United Kingdom,GB,Lincolnshire,,10458,10458,,8837.00,
Chatteris,52.456,0.055,United Kingdom,GB,Cambridgeshire,,10453,10453,,7381.60,
Eccleston,53.4539,-2.7748,United Kingdom,GB,St. Helens,,10433,10433,,14092.60,14140.1
Scartho,53.5399,-0.0926,United Kingdom,GB,North East Lincolnshire,,10408,10408,,12159.60,12218.6
Cowes,50.7595,-1.3002,United Kingdom,GB,Isle of Wight,,10405,10405,,7458.40,7516
Charlton Kings,51.8877,-2.0413,United Kingdom,GB,Gloucestershire,,10396,10396,,7111.20,
Ickenham,51.558,-0.4484,United Kingdom,GB,Hillingdon,,10387,10387,,12058.40,12097.2
Shepton Mallet,51.193,-2.546,United Kingdom,GB,Somerset,,10369,10369,,6789.60,
Prestonpans,55.9597,-2.961,United Kingdom,GB,East Lothian,,10360,10360,,7889.70,7978.7
Mildenhall,52.3446,0.5089,United Kingdom,GB,Suffolk,,10315,10315,,6266.70,
Broadstone,50.7605,-1.995,United Kingdom,GB,Poole,,10303,10303,,,
Spitalfields,51.5166,-0.075,United Kingdom,GB,Tower Hamlets,,10286,10286,,12270.70,12303
Cheam,51.36,-0.21,United Kingdom,GB,Sutton,,10285,10285,,11099.30,11132
Ludlow,52.368,-2.718,United Kingdom,GB,Shropshire,,10266,10266,,7681.30,7731.1
Appleton,53.3508,-2.5441,United Kingdom,GB,Warrington,,10265,10265,,13299.10,13352.1
Lemington,54.972,-1.723,United Kingdom,GB,Newcastle upon Tyne,,10228,10228,,13712.70,13779.9
Snodland,51.328,0.4467,United Kingdom,GB,Kent,,10211,10211,,10120.00,
Castleton,53.5907,-2.1737,United Kingdom,GB,Rochdale,,10159,10159,,14839.60,14879.3
Rogerstone,51.5906,-3.0537,United Kingdom,GB,Newport,,10158,10158,,9874.30,9940.7
Hucclecote,51.85,-2.18,United Kingdom,GB,Gloucestershire,,10158,10158,,7111.20,
Great Missenden,51.7042,-0.7078,United Kingdom,GB,Buckinghamshire,,10138,10138,,9111.80,
Corfe Mullen,50.7701,-2.0175,United Kingdom,GB,Dorset,,10133,10133,,6074.10,6113.1
Beccles,52.458,1.563,United Kingdom,GB,Suffolk,,10123,10123,,6266.70,
Padiham,53.797,-2.311,United Kingdom,GB,Lancashire,,10098,10098,,12990.00,
Worsley,53.5093,-2.3845,United Kingdom,GB,Salford,,10090,10090,,15022.60,15072.1
Warfield,51.442,-0.737,United Kingdom,GB,Bracknell Forest,,10088,10088,,9307.80,9344.8
Mold,53.166,-3.133,United Kingdom,GB,Flintshire,,10058,10058,,9211.50,9259.3
Chapeltown,53.462,-1.466,United Kingdom,GB,Sheffield,,10043,10043,,11968.50,12012.3
Southwater,51.0238,-0.3526,United Kingdom,GB,West Sussex,,10025,10025,,8134.30,
Horbury,53.6595,-1.5566,United Kingdom,GB,Wakefield,,10002,10002,,12701.40,12758
Shevington,53.572,-2.69,United Kingdom,GB,Wigan,,10000,9517,,14329.40,14383.8
Downham Market,52.6,0.39,United Kingdom,GB,Norfolk,,9994,9994,,7226.30,
Euxton,53.662,-2.674,United Kingdom,GB,Lancashire,,9993,9993,,12990.00,
Marton,54.5406,-1.2124,United Kingdom,GB,Middlesbrough,,9990,9990,,15434.80,15515.4
Shildon,54.63,-1.65,United Kingdom,GB,Durham,,9976,9976,,,
Bishopstoke,50.9679,-1.3278,United Kingdom,GB,Hampshire,,9974,9974,,7789.10,
Aberaman,51.7,-3.4333,United Kingdom,GB,Rhondda Cynon Taff,,9964,9964,,,
Birchington,51.377,1.305,United Kingdom,GB,Kent,,9961,9961,,10120.00,
Handsworth,53.37,-1.4,United Kingdom,GB,Sheffield,,9957,9957,,11968.50,12012.3
Haddington,55.958,-2.774,United Kingdom,GB,East Lothian,,9944,9130,,7889.70,7978.7
Aldenham,51.6723,-0.3546,United Kingdom,GB,Hertfordshire,,9942,9942,,10114.00,
Baldock,51.99,-0.19,United Kingdom,GB,Hertfordshire,,9900,9900,,10114.00,
Worth,51.113,-0.147,United Kingdom,GB,West Sussex,,9888,9888,,8134.30,
Stocksbridge,53.478,-1.588,United Kingdom,GB,Sheffield,,9869,9869,,11968.50,12012.3
Kilsyth,55.98,-4.06,United Kingdom,GB,North Lanarkshire,,9860,9860,,12751.90,12912.3
Ellon,57.366,-2.086,United Kingdom,GB,Aberdeenshire,,9860,9860,,4989.60,5108.5
Abram,53.508,-2.588,United Kingdom,GB,Wigan,,9855,9855,,14329.40,14383.8
Caernarfon,53.14,-4.27,United Kingdom,GB,Gwynedd,,9852,9615,,5150.60,5233.6
Ollerton,53.2,-1.02,United Kingdom,GB,Nottinghamshire,,9840,9840,,11286.40,
Choppington,55.145,-1.601,United Kingdom,GB,Northumberland,,9787,9787,,9970.40,10031.8
Kippax,53.7669,-1.3705,United Kingdom,GB,Leeds,,9785,9785,,13390.40,13451.2
Tottington,53.613,-2.339,United Kingdom,GB,Bury,,9783,9783,,14209.20,14256.9
Whitchurch,52.969,-2.682,United Kingdom,GB,Shropshire,,9781,9781,,7681.30,7731.1
Dodworth,53.5417,-1.5214,United Kingdom,GB,Barnsley,,9777,9777,,13373.20,13436.9
